keperluan,izin,kategori
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
"libur akhir semester, natal dan tahun baru",IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
acara keluarga,IB,Bertemu Keluarga
rapat kepanitiaan natal desa dan gereja,IB,Bertemu Keluarga
pijat urut tradisional punggung,IB,Lainnya
kepentingan keluarga,IB,Bertemu Keluarga
"libur semester, natal dan tahun baru",IB,Bertemu Keluarga
menjaga dan merawat oppung yang sedang sakit,IB,Pergi ke Klinik
menjaga oppung yang sakit,IB,Pergi ke Klinik
mengikuti acara pernikahan keluarga,IB,Bertemu Keluarga
berjumpa dengan keluarga,IB,Bertemu Keluarga
mengunjungi rumah keluarga,IB,Bertemu Keluarga
"rindu mamak, rindu bapak, rindu oppung, rindu soalnya lagi capek",IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
libur paskah,IB,Bertemu Keluarga
libur lebaran hore,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu dengan keluarga besar yang sedang berkunjung ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester dan mbkm,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
melakukan pemilihan umum,IB,Lainnya
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah untuk mengumpulkan energi,IB,Bertemu Keluarga
paskah,IB,Bertemu Keluarga
lebaran,IB,Bertemu Keluarga
pulang ke rumahm0,IB,Bertemu Keluarga
libur,IB,Bertemu Keluarga
bertemu dengan orangtua,IB,Bertemu Keluarga
merayakan ulang tahun bapak,IB,Lainnya
bertemu dengan orang tua,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
pulang kerumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
libur natal dan tahun baru,IB,Bertemu Keluarga
izin bermalam dirumah,IB,Bertemu Keluarga
holidayyy,IB,Lainnya
pulang ke rumah keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
pulang ke rumah teman,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
libur - pulang ke rumah,IB,Bertemu Keluarga
libur dan pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
libur natal dan tahun baru,IB,Bertemu Keluarga
izin bermalam dirumah,IB,Bertemu Keluarga
holidayyy,IB,Lainnya
pulang ke rumah keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
pulang ke rumah teman,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
libur - pulang ke rumah,IB,Bertemu Keluarga
libur dan pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
exit clearance,IB,Tamat Kuliah
libur natal dan tahun baru,IB,Bertemu Keluarga
izin bermalam dirumah,IB,Bertemu Keluarga
holidayyy,IB,Lainnya
pulang ke rumah keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
pulang ke rumah teman,IB,Bertemu Keluarga
